Date,Open,High,Low,Close,Adj Close,Volume
2002-05-21,7290.000000,7360.000000,7100.000000,7120.000000,5350.971680,40335000
2002-05-22,7100.000000,7400.000000,7030.000000,7400.000000,5561.405762,37960000
2002-05-23,7340.000000,7380.000000,7190.000000,7200.000000,5411.096191,37015000
2002-05-24,7360.000000,7420.000000,7300.000000,7320.000000,5501.281250,34335000
2002-05-27,7200.000000,7390.000000,7190.000000,7230.000000,5433.642578,19350000
2002-05-28,7250.000000,7400.000000,7210.000000,7390.000000,5553.888672,23475000
2002-05-29,7300.000000,7300.000000,7080.000000,7240.000000,5441.157227,39030000
2002-05-30,7130.000000,7210.000000,7040.000000,7100.000000,5335.942383,31370000
2002-05-31,7080.000000,7130.000000,6840.000000,6840.000000,5140.540039,44735000
2002-06-03,6720.000000,7080.000000,6720.000000,7020.000000,5275.817871,34900000
2002-06-04,6820.000000,7080.000000,6810.000000,7040.000000,5290.849121,28405000
2002-06-05,7160.000000,7250.000000,7090.000000,7110.000000,5343.456543,25415000
2002-06-06,7110.000000,7110.000000,7110.000000,7110.000000,5343.456543,0
2002-06-07,6910.000000,6990.000000,6880.000000,6900.000000,5185.632813,39460000
2002-06-10,6980.000000,7050.000000,6960.000000,7000.000000,5260.787598,28000000
2002-06-11,7000.000000,7020.000000,6880.000000,7000.000000,5260.787598,22005000
2002-06-12,6930.000000,7040.000000,6920.000000,7040.000000,5290.849121,42905000
2002-06-13,7040.000000,7040.000000,7040.000000,7040.000000,5290.849121,0
2002-06-14,7070.000000,7320.000000,7060.000000,7190.000000,5403.580566,37845000
2002-06-17,7220.000000,7290.000000,7160.000000,7180.000000,5396.064941,28255000
2002-06-18,7400.000000,7500.000000,7230.000000,7260.000000,5456.187500,41960000
2002-06-19,7260.000000,7320.000000,6870.000000,6970.000000,5238.241211,63065000
2002-06-20,6800.000000,6880.000000,6670.000000,6820.000000,5125.510742,42950000
2002-06-21,6700.000000,6910.000000,6610.000000,6800.000000,5110.479980,48655000
2002-06-24,6630.000000,6820.000000,6630.000000,6780.000000,5095.448730,27915000
2002-06-25,6900.000000,6940.000000,6760.000000,6770.000000,5087.933105,30155000
2002-06-26,6600.000000,6610.000000,6180.000000,6180.000000,4644.523926,64210000
2002-06-27,6380.000000,6430.000000,6220.000000,6260.000000,4704.647461,44755000
2002-06-28,6500.000000,6690.000000,6440.000000,6580.000000,4945.140137,45560000
2002-07-01,6580.000000,6580.000000,6580.000000,6580.000000,4945.140137,0
2002-07-02,6440.000000,6800.000000,6360.000000,6750.000000,5072.901855,40600000
2002-07-03,6630.000000,6830.000000,6530.000000,6760.000000,5080.418457,40585000
2002-07-04,6850.000000,7000.000000,6850.000000,7000.000000,5260.787598,37020000
2002-07-05,7000.000000,7210.000000,6980.000000,7160.000000,5381.034180,45015000
2002-07-08,7400.000000,7410.000000,7100.000000,7180.000000,5396.064941,54385000
2002-07-09,7200.000000,7300.000000,7110.000000,7240.000000,5441.157227,33070000
2002-07-10,7100.000000,7170.000000,6890.000000,6940.000000,5215.696777,35655000
2002-07-11,6740.000000,6780.000000,6630.000000,6630.000000,4982.718262,37980000
2002-07-12,6880.000000,7090.000000,6820.000000,7040.000000,5290.849121,40000000
2002-07-15,6960.000000,7220.000000,6960.000000,7060.000000,5305.879883,36755000
2002-07-16,7200.000000,7230.000000,7020.000000,7080.000000,5320.910645,42635000
2002-07-17,7080.000000,7080.000000,7080.000000,7080.000000,5320.910645,0
2002-07-18,7070.000000,7210.000000,7050.000000,7140.000000,5366.003418,40105000
2002-07-19,7000.000000,7010.000000,6760.000000,6830.000000,5133.025879,43190000
2002-07-22,6570.000000,6690.000000,6540.000000,6600.000000,4960.169434,39480000
2002-07-23,6520.000000,6900.000000,6430.000000,6900.000000,5185.632813,41355000
2002-07-24,6660.000000,6740.000000,6590.000000,6700.000000,5035.326172,33850000
2002-07-25,7000.000000,7020.000000,6780.000000,6780.000000,5095.448730,47515000
2002-07-26,6590.000000,6660.000000,6340.000000,6400.000000,4809.860840,63865000
2002-07-29,6480.000000,6550.000000,6380.000000,6500.000000,4885.016602,28925000
2002-07-30,6660.000000,6780.000000,6660.000000,6660.000000,5005.263184,31170000
2002-07-31,6650.000000,6740.000000,6620.000000,6650.000000,4997.749023,27480000
2002-08-01,6670.000000,6670.000000,6420.000000,6490.000000,4877.500000,26135000
2002-08-02,6350.000000,6440.000000,6240.000000,6390.000000,4802.348633,51860000
2002-08-05,6310.000000,6340.000000,6160.000000,6180.000000,4644.523926,32540000
2002-08-06,6100.000000,6100.000000,5970.000000,6000.000000,4509.247070,61465000
2002-08-07,6170.000000,6280.000000,6130.000000,6240.000000,4689.615234,35240000
2002-08-08,6400.000000,6400.000000,6220.000000,6270.000000,4712.161133,47335000
2002-08-09,6390.000000,6450.000000,6350.000000,6380.000000,4794.831055,31175000
2002-08-12,6380.000000,6420.000000,6260.000000,6340.000000,4764.770996,38830000
2002-08-13,6340.000000,6490.000000,6340.000000,6490.000000,4877.500000,19635000
2002-08-14,6440.000000,6460.000000,6360.000000,6440.000000,4839.924316,35980000
2002-08-15,6440.000000,6440.000000,6440.000000,6440.000000,4839.924316,0
2002-08-16,6600.000000,6660.000000,6500.000000,6510.000000,4892.533203,31750000
2002-08-19,6640.000000,6700.000000,6570.000000,6660.000000,5005.263184,23175000
2002-08-20,6800.000000,6940.000000,6770.000000,6920.000000,5200.664551,42485000
2002-08-21,6920.000000,7000.000000,6850.000000,7000.000000,5260.787598,40045000
2002-08-22,7040.000000,7060.000000,6930.000000,6950.000000,5223.212402,39610000
2002-08-23,6950.000000,6950.000000,6950.000000,6950.000000,5223.212402,0
2002-08-26,6840.000000,6840.000000,6770.000000,6810.000000,5117.994629,31810000
2002-08-27,6810.000000,6830.000000,6660.000000,6660.000000,5005.263184,33835000
2002-08-28,6500.000000,6660.000000,6500.000000,6560.000000,4930.110352,29830000
2002-08-29,6720.000000,6720.000000,6480.000000,6560.000000,4930.110352,28695000
2002-08-30,6520.000000,6640.000000,6480.000000,6620.000000,4975.202148,31530000
2002-09-02,6590.000000,6800.000000,6570.000000,6800.000000,5110.479980,28810000
2002-09-03,6820.000000,6840.000000,6650.000000,6670.000000,5012.778320,22945000
2002-09-04,6520.000000,6560.000000,6430.000000,6480.000000,4869.986816,33640000
2002-09-05,6560.000000,6570.000000,6420.000000,6420.000000,4824.893555,17770000
2002-09-06,6370.000000,6490.000000,6360.000000,6440.000000,4839.924316,27970000
2002-09-09,6530.000000,6570.000000,6430.000000,6470.000000,4862.470703,22015000
2002-09-10,6490.000000,6600.000000,6480.000000,6600.000000,4960.169434,17320000
2002-09-11,6670.000000,6790.000000,6620.000000,6730.000000,5057.871582,26610000
2002-09-12,6770.000000,6860.000000,6710.000000,6860.000000,5155.570313,32885000
2002-09-13,6730.000000,6740.000000,6630.000000,6630.000000,4982.718262,23920000
2002-09-16,6680.000000,6680.000000,6540.000000,6550.000000,4922.594238,19385000
2002-09-17,6680.000000,6840.000000,6610.000000,6840.000000,5140.540039,33655000
2002-09-18,6640.000000,6700.000000,6600.000000,6660.000000,5005.263184,28480000
2002-09-19,6700.000000,6790.000000,6670.000000,6700.000000,5035.326172,21495000
2002-09-20,6700.000000,6700.000000,6700.000000,6700.000000,5035.326172,0
2002-09-23,6560.000000,6600.000000,6370.000000,6430.000000,4832.410156,44800000
2002-09-24,6260.000000,6380.000000,6220.000000,6380.000000,4794.831055,44650000
2002-09-25,6260.000000,6340.000000,6080.000000,6140.000000,4614.462402,42295000
2002-09-26,6320.000000,6370.000000,6180.000000,6280.000000,4719.677246,42535000
2002-09-27,6160.000000,6320.000000,6140.000000,6190.000000,4652.037598,30845000
2002-09-30,5990.000000,6000.000000,5880.000000,5970.000000,4486.700195,40780000
2002-10-01,5820.000000,5990.000000,5820.000000,5950.000000,4471.669922,34580000
2002-10-02,6140.000000,6160.000000,5960.000000,5990.000000,4501.731445,36470000
2002-10-03,5990.000000,5990.000000,5990.000000,5990.000000,4501.731445,0
2002-10-04,5840.000000,6150.000000,5840.000000,6120.000000,4599.431641,34510000
2002-10-07,6060.000000,6080.000000,5920.000000,5920.000000,4449.124023,22180000
2002-10-08,5890.000000,6000.000000,5890.000000,6000.000000,4509.247070,29610000
2002-10-09,6040.000000,6040.000000,5920.000000,5950.000000,4471.669922,27245000
2002-10-10,5810.000000,5870.000000,5450.000000,5470.000000,4110.929688,72530000
2002-10-11,5670.000000,5670.000000,5310.000000,5470.000000,4110.929688,67420000
2002-10-14,5700.000000,5810.000000,5660.000000,5760.000000,4328.875488,48320000
2002-10-15,5860.000000,6050.000000,5750.000000,6000.000000,4509.247070,45910000
2002-10-16,6100.000000,6140.000000,5950.000000,6100.000000,4584.401855,52820000
2002-10-17,6060.000000,6220.000000,5930.000000,6150.000000,4621.977539,58125000
2002-10-18,6400.000000,6610.000000,6320.000000,6530.000000,4907.562988,90720000
2002-10-21,6500.000000,6630.000000,6420.000000,6480.000000,4869.986816,32510000
2002-10-22,6630.000000,6640.000000,6260.000000,6390.000000,4802.348633,40335000
2002-10-23,6410.000000,6560.000000,6270.000000,6560.000000,4930.110352,46750000
2002-10-24,6650.000000,6760.000000,6640.000000,6680.000000,5020.295410,50295000
2002-10-25,6610.000000,6840.000000,6610.000000,6800.000000,5110.479980,45285000
2002-10-28,6960.000000,7260.000000,6950.000000,7220.000000,5426.126465,57720000
2002-10-29,7190.000000,7260.000000,7060.000000,7060.000000,5305.879883,45245000
2002-10-30,6940.000000,6980.000000,6640.000000,6760.000000,5080.418457,63295000
2002-10-31,6900.000000,6960.000000,6750.000000,6900.000000,5185.632813,41280000
2002-11-01,6860.000000,6920.000000,6770.000000,6820.000000,5125.510742,27225000
2002-11-04,7080.000000,7370.000000,7030.000000,7350.000000,5523.827148,68795000
2002-11-05,7390.000000,7400.000000,7140.000000,7230.000000,5433.642578,46110000
2002-11-06,7360.000000,7370.000000,7230.000000,7310.000000,5493.765625,32750000
2002-11-07,7310.000000,7380.000000,7180.000000,7330.000000,5508.795898,41545000
2002-11-08,7120.000000,7190.000000,7040.000000,7190.000000,5403.580566,36000000
2002-11-11,7120.000000,7120.000000,6900.000000,6980.000000,5245.756836,27855000
2002-11-12,6790.000000,6950.000000,6770.000000,6930.000000,5208.179688,33100000
2002-11-13,6990.000000,7020.000000,6890.000000,6980.000000,5245.756836,38210000
2002-11-14,6900.000000,6980.000000,6780.000000,6800.000000,5110.479980,31635000
2002-11-15,7020.000000,7160.000000,6990.000000,7160.000000,5381.034180,41990000
2002-11-18,7160.000000,7170.000000,6990.000000,7020.000000,5275.817871,28460000
2002-11-19,6920.000000,7050.000000,6920.000000,7050.000000,5298.364258,20825000
2002-11-20,7060.000000,7210.000000,6990.000000,7200.000000,5411.096191,40270000
2002-11-21,7420.000000,7470.000000,7360.000000,7380.000000,5546.373535,55060000
2002-11-22,7560.000000,7600.000000,7460.000000,7460.000000,5606.495117,48550000
2002-11-25,7500.000000,7600.000000,7460.000000,7570.000000,5689.164063,32420000
2002-11-26,7590.000000,7640.000000,7490.000000,7570.000000,5689.164063,39225000
2002-11-27,7440.000000,7600.000000,7440.000000,7600.000000,5711.713867,23900000
2002-11-28,7740.000000,7850.000000,7660.000000,7700.000000,5786.865234,38735000
2002-11-29,7710.000000,7760.000000,7650.000000,7740.000000,5816.927734,28085000
2002-12-02,7740.000000,7740.000000,7740.000000,7740.000000,5816.927734,0
2002-12-03,7760.000000,7900.000000,7700.000000,7860.000000,5907.113770,37660000
2002-12-04,7720.000000,7750.000000,7470.000000,7470.000000,5614.012695,42435000
2002-12-05,7380.000000,7500.000000,7270.000000,7470.000000,5614.012695,46550000
2002-12-06,7400.000000,7480.000000,7330.000000,7440.000000,5591.465820,27790000
2002-12-09,7460.000000,7480.000000,7300.000000,7450.000000,5598.980469,39300000
2002-12-10,7280.000000,7320.000000,7240.000000,7290.000000,5478.734863,31780000
2002-12-11,7340.000000,7350.000000,7210.000000,7320.000000,5501.281250,35140000
2002-12-12,7310.000000,7360.000000,7310.000000,7360.000000,5531.341309,57605000
2002-12-13,7300.000000,7330.000000,7180.000000,7240.000000,5441.157227,31630000
2002-12-16,7060.000000,7120.000000,6960.000000,6970.000000,5238.241211,50650000
2002-12-17,7100.000000,7140.000000,7040.000000,7070.000000,5313.396484,45230000
2002-12-18,6940.000000,7200.000000,6900.000000,7150.000000,5373.518555,31875000
2002-12-19,7150.000000,7150.000000,7150.000000,7150.000000,5373.518555,0
2002-12-20,7120.000000,7200.000000,7010.000000,7160.000000,5381.034180,30960000
2002-12-23,7160.000000,7180.000000,6940.000000,6960.000000,5230.726074,25675000
2002-12-24,6900.000000,6980.000000,6830.000000,6850.000000,5148.055664,24370000
2002-12-25,6850.000000,6850.000000,6850.000000,6850.000000,5148.055664,0
2002-12-26,6850.000000,6880.000000,6740.000000,6790.000000,5102.964844,26020000
2002-12-27,6700.000000,6870.000000,6680.000000,6720.000000,5050.355469,23135000
2002-12-30,6610.000000,6700.000000,6260.000000,6280.000000,4719.677246,49905000
2002-12-31,6280.000000,6280.000000,6280.000000,6280.000000,4719.677246,0
2003-01-01,6280.000000,6280.000000,6280.000000,6280.000000,4719.677246,0
2003-01-02,6380.000000,6460.000000,6300.000000,6430.000000,4832.410156,25580000
2003-01-03,6700.000000,7000.000000,6640.000000,6880.000000,5170.601563,55530000
2003-01-06,6940.000000,7030.000000,6880.000000,6990.000000,5253.272949,24970000
2003-01-07,7180.000000,7180.000000,6840.000000,6850.000000,5148.055664,28895000
2003-01-08,6920.000000,6930.000000,6770.000000,6800.000000,5110.479980,25210000
2003-01-09,6620.000000,6660.000000,6420.000000,6460.000000,4854.954102,75290000
2003-01-10,6600.000000,6650.000000,6340.000000,6480.000000,4869.986816,62640000
2003-01-13,6400.000000,6690.000000,6370.000000,6690.000000,5027.809570,31445000
2003-01-14,6600.000000,6650.000000,6500.000000,6570.000000,4937.626465,26320000
2003-01-15,6600.000000,6670.000000,6440.000000,6480.000000,4869.986816,32735000
2003-01-16,6400.000000,6600.000000,6320.000000,6600.000000,4960.169434,40380000
2003-01-17,6550.000000,6570.000000,6410.000000,6410.000000,4817.377441,24405000
2003-01-20,6240.000000,6420.000000,6240.000000,6400.000000,4809.860840,18610000
2003-01-21,6360.000000,6400.000000,6290.000000,6380.000000,4794.831055,26675000
2003-01-22,6290.000000,6370.000000,6180.000000,6230.000000,4682.101563,32670000
2003-01-23,6230.000000,6370.000000,6150.000000,6320.000000,4749.740234,36700000
2003-01-24,6320.000000,6340.000000,6130.000000,6260.000000,4704.647461,33445000
2003-01-27,6020.000000,6100.000000,5970.000000,5980.000000,4494.215820,46465000
2003-01-28,5980.000000,6140.000000,5980.000000,6140.000000,4614.462402,26430000
2003-01-29,6070.000000,6130.000000,5800.000000,5830.000000,4381.485840,46520000
2003-01-30,5860.000000,5910.000000,5790.000000,5830.000000,4381.485840,35065000
2003-01-31,5830.000000,5830.000000,5830.000000,5830.000000,4381.485840,0
2003-02-03,5780.000000,5890.000000,5720.000000,5860.000000,4404.032227,28670000
2003-02-04,5860.000000,5960.000000,5840.000000,5880.000000,4419.061035,40850000
2003-02-05,5780.000000,5910.000000,5780.000000,5820.000000,4373.968262,21430000
2003-02-06,5810.000000,5840.000000,5630.000000,5660.000000,4253.722656,38460000
2003-02-07,5600.000000,5640.000000,5400.000000,5480.000000,4118.445801,48695000
2003-02-10,5420.000000,5460.000000,5350.000000,5390.000000,4050.806152,39390000
2003-02-11,5400.000000,5510.000000,5190.000000,5430.000000,4080.867920,52050000
2003-02-12,5320.000000,5600.000000,5320.000000,5600.000000,4208.629395,38100000
2003-02-13,5580.000000,5610.000000,5430.000000,5430.000000,4080.867920,38935000
2003-02-14,5400.000000,5460.000000,5320.000000,5460.000000,4103.414063,31730000
2003-02-17,5640.000000,5840.000000,5600.000000,5810.000000,4366.453613,43155000
2003-02-18,5820.000000,5870.000000,5720.000000,5860.000000,4404.032227,25315000
2003-02-19,6000.000000,6160.000000,5940.000000,5940.000000,4464.154785,49545000
2003-02-20,5880.000000,6060.000000,5880.000000,6050.000000,4546.823242,33430000
2003-02-21,6100.000000,6100.000000,5990.000000,6040.000000,4539.307129,21490000
2003-02-24,6060.000000,6280.000000,6060.000000,6190.000000,4652.037598,33000000
2003-02-25,6000.000000,6040.000000,5790.000000,5790.000000,4351.422852,47465000
2003-02-26,5790.000000,5840.000000,5650.000000,5680.000000,4268.752441,32980000
2003-02-27,5600.000000,5710.000000,5520.000000,5670.000000,4261.238770,37950000
2003-02-28,5670.000000,5740.000000,5580.000000,5590.000000,4201.114746,20490000
2003-03-03,5590.000000,5900.000000,5590.000000,5900.000000,4434.092285,25520000
2003-03-04,5750.000000,5780.000000,5650.000000,5700.000000,4283.785156,25405000
2003-03-05,5560.000000,5590.000000,5460.000000,5520.000000,4148.507324,33420000
2003-03-06,5580.000000,5580.000000,5430.000000,5520.000000,4148.507324,19110000
2003-03-07,5460.000000,5700.000000,5400.000000,5620.000000,4223.659180,39685000
2003-03-10,5690.000000,5780.000000,5640.000000,5730.000000,4306.333008,29210000
2003-03-11,5690.000000,5800.000000,5600.000000,5750.000000,4321.360840,51570000
2003-03-12,5750.000000,5830.000000,5730.000000,5800.000000,4358.937988,50580000
2003-03-13,5810.000000,5830.000000,5650.000000,5800.000000,4358.937988,53845000
2003-03-14,5980.000000,6060.000000,5860.000000,5930.000000,4456.637207,38295000
2003-03-17,5930.000000,5940.000000,5640.000000,5760.000000,4328.875488,38500000
2003-03-18,5990.000000,6030.000000,5870.000000,5980.000000,4494.215820,42135000
2003-03-19,5920.000000,6020.000000,5880.000000,5920.000000,4449.124023,29355000
2003-03-20,6000.000000,6230.000000,5960.000000,6230.000000,4682.101563,59500000
2003-03-21,6230.000000,6330.000000,6170.000000,6300.000000,4734.709473,31155000
2003-03-24,6340.000000,6340.000000,6220.000000,6250.000000,4697.131836,41540000
2003-03-25,6140.000000,6140.000000,6060.000000,6120.000000,4599.431641,44210000
2003-03-26,6160.000000,6210.000000,6060.000000,6080.000000,4569.370117,45140000
2003-03-27,5980.000000,6050.000000,5930.000000,5970.000000,4486.700195,24130000
2003-03-28,5980.000000,6140.000000,5930.000000,6140.000000,4614.462402,33220000
2003-03-31,5960.000000,6000.000000,5680.000000,5680.000000,4268.752441,46440000
2003-04-01,5560.000000,5680.000000,5480.000000,5680.000000,4268.752441,49730000
2003-04-02,5700.000000,5740.000000,5550.000000,5580.000000,4193.598633,60345000
2003-04-03,5720.000000,5750.000000,5580.000000,5580.000000,4193.598633,59235000
2003-04-04,5520.000000,5710.000000,5440.000000,5670.000000,4261.238770,53760000
2003-04-07,5760.000000,6010.000000,5710.000000,5980.000000,4494.215820,49785000
2003-04-08,5840.000000,6030.000000,5820.000000,5980.000000,4494.215820,40425000
2003-04-09,5840.000000,5880.000000,5720.000000,5730.000000,4306.333008,42470000
2003-04-10,5730.000000,5820.000000,5670.000000,5760.000000,4328.875488,54070000
2003-04-11,5700.000000,5880.000000,5690.000000,5700.000000,4283.785156,39665000
2003-04-14,5670.000000,5880.000000,5670.000000,5710.000000,4291.299316,35175000
2003-04-15,5860.000000,5930.000000,5810.000000,5920.000000,4449.124023,35260000
2003-04-16,6100.000000,6250.000000,6070.000000,6210.000000,4667.069824,55085000
2003-04-17,6140.000000,6210.000000,6040.000000,6040.000000,4539.307129,34275000
2003-04-18,6210.000000,6300.000000,6060.000000,6300.000000,4734.709473,40785000
2003-04-21,6240.000000,6340.000000,6170.000000,6180.000000,4644.523926,20485000
2003-04-22,6100.000000,6140.000000,5950.000000,5970.000000,4486.700195,35690000
2003-04-23,6050.000000,6110.000000,5980.000000,6000.000000,4509.247070,23690000
2003-04-24,5980.000000,6040.000000,5840.000000,5900.000000,4434.092285,23805000
2003-04-25,5800.000000,5840.000000,5700.000000,5750.000000,4321.360840,35760000
2003-04-28,5690.000000,5840.000000,5660.000000,5700.000000,4283.785156,27240000
2003-04-29,5870.000000,6030.000000,5820.000000,6010.000000,4516.762695,31235000
2003-04-30,6040.000000,6130.000000,5990.000000,6100.000000,4584.401855,32040000
2003-05-01,6100.000000,6100.000000,6100.000000,6100.000000,4584.401855,0
2003-05-02,6100.000000,6200.000000,6010.000000,6140.000000,4614.462402,41120000
2003-05-05,6140.000000,6140.000000,6140.000000,6140.000000,4614.462402,0
2003-05-06,6210.000000,6320.000000,6210.000000,6260.000000,4704.647461,35920000
2003-05-07,6340.000000,6400.000000,6200.000000,6390.000000,4802.348633,49160000
2003-05-08,6390.000000,6390.000000,6390.000000,6390.000000,4802.348633,0
2003-05-09,6320.000000,6370.000000,6260.000000,6340.000000,4764.770996,22870000
2003-05-12,6500.000000,6590.000000,6460.000000,6540.000000,4915.077148,36610000
2003-05-13,6540.000000,6540.000000,6290.000000,6320.000000,4749.740234,29390000
2003-05-14,6260.000000,6300.000000,6170.000000,6190.000000,4652.037598,24465000
2003-05-15,6240.000000,6340.000000,6150.000000,6300.000000,4734.709473,28510000
2003-05-16,6260.000000,6310.000000,6140.000000,6140.000000,4614.462402,31405000
2003-05-19,6050.000000,6090.000000,5980.000000,6020.000000,4524.275879,31090000
2003-05-20,5920.000000,6140.000000,5910.000000,6130.000000,4606.946777,23500000
2003-05-21,6090.000000,6170.000000,6050.000000,6080.000000,4569.370117,20475000
2003-05-22,6030.000000,6170.000000,5970.000000,6000.000000,4509.247070,24650000
2003-05-23,6080.000000,6250.000000,6070.000000,6240.000000,4689.615234,21445000
2003-05-26,6240.000000,6370.000000,6170.000000,6340.000000,4764.770996,21220000
2003-05-27,6300.000000,6360.000000,6230.000000,6280.000000,4719.677246,12840000
2003-05-28,6480.000000,6510.000000,6370.000000,6420.000000,4824.893555,34535000
2003-05-29,6420.000000,6540.000000,6360.000000,6490.000000,4877.500000,34130000
2003-05-30,6490.000000,6510.000000,6400.000000,6480.000000,4869.986816,23195000
2003-06-02,6580.000000,6700.000000,6580.000000,6680.000000,5020.295410,33215000
2003-06-03,6550.000000,6600.000000,6470.000000,6470.000000,4862.470703,26775000
2003-06-04,6520.000000,6580.000000,6430.000000,6580.000000,4945.140137,20430000
2003-06-05,6660.000000,6730.000000,6620.000000,6670.000000,5012.778320,27350000
2003-06-06,6670.000000,6670.000000,6670.000000,6670.000000,5012.778320,0
2003-06-09,6730.000000,6890.000000,6690.000000,6880.000000,5170.601563,38905000
2003-06-10,6800.000000,6940.000000,6780.000000,6880.000000,5170.601563,20680000
2003-06-11,6960.000000,7050.000000,6880.000000,6900.000000,5185.632813,27520000
2003-06-12,7000.000000,7040.000000,6950.000000,7000.000000,5260.787598,45395000
2003-06-13,7080.000000,7120.000000,6970.000000,7010.000000,5268.301270,29815000
2003-06-16,6900.000000,6960.000000,6820.000000,6820.000000,5125.510742,19060000
2003-06-17,7060.000000,7150.000000,6990.000000,7140.000000,5366.003418,42120000
2003-06-18,7030.000000,7180.000000,7030.000000,7080.000000,5320.910645,19355000
2003-06-19,7200.000000,7500.000000,7140.000000,7400.000000,5561.405762,48170000
2003-06-20,7300.000000,7400.000000,7280.000000,7280.000000,5471.218750,23375000
2003-06-23,7280.000000,7300.000000,7120.000000,7140.000000,5366.003418,20565000
2003-06-24,7000.000000,7050.000000,6980.000000,7030.000000,5283.332520,22885000
2003-06-25,7050.000000,7210.000000,7020.000000,7190.000000,5403.580566,17285000
2003-06-26,7050.000000,7350.000000,7050.000000,7290.000000,5478.734863,17265000
2003-06-27,7340.000000,7410.000000,7220.000000,7220.000000,5426.126465,22770000
2003-06-30,7160.000000,7210.000000,7070.000000,7100.000000,5335.942383,15605000
2003-07-01,7100.000000,7250.000000,7040.000000,7240.000000,5441.157227,13000000
2003-07-02,7390.000000,7420.000000,7310.000000,7420.000000,5576.434570,25990000
2003-07-03,7640.000000,7820.000000,7580.000000,7640.000000,5741.776855,58735000
2003-07-04,7630.000000,7710.000000,7580.000000,7680.000000,5771.833984,12565000
2003-07-07,7740.000000,7750.000000,7670.000000,7720.000000,5801.896973,14800000
2003-07-08,7990.000000,8000.000000,7910.000000,7970.000000,5989.781738,62230000
2003-07-09,7980.000000,7990.000000,7890.000000,7930.000000,5959.719727,18865000
2003-07-10,7880.000000,7960.000000,7840.000000,7840.000000,5892.081055,25675000
2003-07-11,7760.000000,7880.000000,7700.000000,7880.000000,5922.144531,22460000
2003-07-14,7900.000000,8210.000000,7890.000000,8190.000000,6155.121582,46710000
2003-07-15,8220.000000,8230.000000,8080.000000,8160.000000,6132.575195,35205000
2003-07-16,8300.000000,8410.000000,8180.000000,8360.000000,6282.883789,41615000
2003-07-17,8360.000000,8360.000000,8360.000000,8360.000000,6282.883789,0
2003-07-18,7950.000000,8160.000000,7950.000000,8080.000000,6072.452148,45980000
2003-07-21,8040.000000,8210.000000,8040.000000,8140.000000,6117.544922,23485000
2003-07-22,8100.000000,8240.000000,8090.000000,8240.000000,6192.699219,21290000
2003-07-23,8300.000000,8340.000000,8040.000000,8070.000000,6064.936523,24025000
2003-07-24,8010.000000,8180.000000,7980.000000,8130.000000,6110.029785,25795000
2003-07-25,8080.000000,8160.000000,7980.000000,8160.000000,6132.575195,15045000
2003-07-28,8300.000000,8390.000000,8250.000000,8360.000000,6282.883789,20205000
2003-07-29,8400.000000,8480.000000,8360.000000,8470.000000,6365.552734,21905000
2003-07-30,8400.000000,8470.000000,8400.000000,8430.000000,6335.490234,16200000
2003-07-31,8400.000000,8490.000000,8270.000000,8320.000000,6252.819824,20615000
2003-08-01,8360.000000,8540.000000,8360.000000,8520.000000,6403.129883,25115000
2003-08-04,8400.000000,8520.000000,8400.000000,8430.000000,6335.490234,10235000
2003-08-05,8450.000000,8590.000000,8450.000000,8560.000000,6433.192383,15605000
2003-08-06,8400.000000,8420.000000,8220.000000,8260.000000,6207.728027,24635000
2003-08-07,8240.000000,8250.000000,8090.000000,8200.000000,6162.636230,15665000
2003-08-08,8200.000000,8240.000000,8090.000000,8120.000000,6102.513672,11095000
2003-08-11,7940.000000,8160.000000,7930.000000,8160.000000,6132.575195,17040000
2003-08-12,8200.000000,8200.000000,7950.000000,8000.000000,6012.327637,19490000
2003-08-13,8120.000000,8260.000000,8080.000000,8250.000000,6200.212891,13830000
2003-08-14,8370.000000,8500.000000,8270.000000,8500.000000,6388.098145,23680000
2003-08-15,8500.000000,8500.000000,8500.000000,8500.000000,6388.098145,0
2003-08-18,8550.000000,8580.000000,8350.000000,8380.000000,6297.912598,19925000
2003-08-19,8650.000000,8700.000000,8600.000000,8600.000000,6463.254395,23975000
2003-08-20,8620.000000,8790.000000,8560.000000,8700.000000,6538.409180,24660000
2003-08-21,8680.000000,8840.000000,8680.000000,8830.000000,6636.108887,23415000
2003-08-22,8860.000000,8980.000000,8830.000000,8920.000000,6703.745605,25245000
2003-08-25,8880.000000,8950.000000,8820.000000,8860.000000,6658.654297,16225000
2003-08-26,8780.000000,8940.000000,8730.000000,8910.000000,6696.229980,21695000
2003-08-27,8940.000000,8950.000000,8840.000000,8860.000000,6658.654297,20545000
2003-08-28,9000.000000,9000.000000,8730.000000,8760.000000,6583.498047,28335000
2003-08-29,8820.000000,8840.000000,8580.000000,8700.000000,6538.409180,26590000
2003-09-01,8740.000000,8810.000000,8650.000000,8740.000000,6568.468750,16540000
2003-09-02,8800.000000,8820.000000,8590.000000,8610.000000,6470.770996,16285000
2003-09-03,8640.000000,8710.000000,8580.000000,8650.000000,6500.830078,21495000
2003-09-04,8640.000000,8770.000000,8620.000000,8720.000000,6553.439453,14320000
2003-09-05,8840.000000,8930.000000,8800.000000,8860.000000,6658.654297,17780000
2003-09-08,8870.000000,9030.000000,8820.000000,9030.000000,6786.416992,18265000
2003-09-09,9160.000000,9400.000000,9140.000000,9240.000000,6944.241699,44905000
